run_dir,job_id,composition,temperature_K,recombination_rate_defects_per_ps,crowdion_fraction,dumbbell_fraction,median_cluster_size_atoms,crowdion_mean_v111_Aps,dumbbell_mean_v111_Aps,crowdion_mean_net_displacement_A,dumbbell_mean_net_displacement_A,dumbbell_mean_tortuosity,turn_rate_dumbbell_per_ps,RRI_phys,RRI_ml
/Users/myless/Documents/prim_damage_analysis/data/analyzed_runs_output/V-4Cr-4Ti/3693617/analysis_production_eigen_greedy1/run_3,3693617,V-4Cr-4Ti,873,-28.220660523340214,0.008719477467768553,0.9912805225322314,2.0,43.03054825263156,14.1494858896447,1.768225811984941,3.517534794387702,3.8542069525922242,0.44515842348416934,0.09551942627974624,-0.6195551605991202
/Users/myless/Documents/prim_damage_analysis/data/analyzed_runs_output/V-4Cr-4Ti/3693617/analysis_production_eigen_greedy1/run_4,3693617,V-4Cr-4Ti,873,-13.909457759412625,0.012528848224331798,0.9874711517756681,2.0,55.68489265759411,16.572239973284976,1.7587709624438594,4.5494382646596865,3.7026331332220996,0.7264929023005996,-0.4154094615209466,1.5981947279122137
/Users/myless/Documents/prim_damage_analysis/data/analyzed_runs_output/V-7Cr-17Ti/3681720/analysis_production_eigen_greedy1/run_0,3681720,V-7Cr-17Ti,873,-26.612768685474823,0.014071635517894305,0.9859283644821057,2.0,53.35766832115679,15.332430812042356,2.090878576232902,4.804678692522221,3.803236491841754,0.5969430507165095,-0.12763572015212593,-0.01658090701730312
/Users/myless/Documents/prim_damage_analysis/data/analyzed_runs_output/V-7Cr-17Ti/3681720/analysis_production_eigen_greedy1/run_1,3681720,V-7Cr-17Ti,873,-16.36187690734252,0.009070100733277624,0.9909298992667224,2.0,34.86811585472979,11.38659645320567,1.330193426974052,4.065848320642658,3.8184805133786823,0.4488443459232824,-0.28700617732701295,0.3227877459831648
/Users/myless/Documents/prim_damage_analysis/data/analyzed_runs_output/V-7Cr-17Ti/3681720/analysis_production_eigen_greedy1/run_2,3681720,V-7Cr-17Ti,873,-34.693338181768794,0.011170433883955232,0.9888295661160448,2.0,35.81831906772032,12.672373321530873,1.179063499640722,3.561049128348389,4.010110778753141,0.42119235427942414,0.2754390568358932,-1.6238110958623388
/Users/myless/Documents/prim_damage_analysis/data/analyzed_runs_output/V-7Cr-17Ti/3681720/analysis_production_eigen_greedy1/run_3,3681720,V-7Cr-17Ti,873,-36.18058589314364,0.018910961709338203,0.9810890382906617,2.0,59.31132993339846,22.012045647558917,2.42167144287945,5.435602744846155,2.6554741978977816,0.8703548814300431,0.09209116617288744,-0.9603460350102666
/Users/myless/Documents/prim_damage_analysis/data/analyzed_runs_output/V-7Cr-17Ti/3681720/analysis_production_eigen_greedy1/run_4,3681720,V-7Cr-17Ti,873,-15.637914920432426,0.01724354995654027,0.9827564500434598,2.0,47.31923336562193,19.755249188324782,1.934262566663746,5.160727800168626,2.793923323921867,0.6950531526473519,-0.5797111883480366,1.0568866231474574
/Users/myless/Documents/prim_damage_analysis/data/analyzed_runs_output/V-7Cr-17Ti/3685641/analysis_production_eigen_greedy1/run_0,3685641,V-7Cr-17Ti,300,-22.271039731696884,0.004456328983358281,0.9955436710166417,2.0,45.10952063364389,6.957084939994165,1.2421363854383567,4.45828005094874,4.489480527275667,0.6262780465633102,0.1601024437987291,-0.35701659837023375
/Users/myless/Documents/prim_damage_analysis/data/analyzed_runs_output/V-7Cr-17Ti/3685641/analysis_production_eigen_greedy1/run_1,3685641,V-7Cr-17Ti,300,-19.41676859515425,0.009230389457870964,0.990769610542129,2.0,51.5035634597806,11.352040824743751,1.6725852838162587,4.76445503579893,5.640744782722613,0.7154209807487548,0.04108148986547431,0.525576687903642
/Users/myless/Documents/prim_damage_analysis/data/analyzed_runs_output/V-7Cr-17Ti/3685641/analysis_production_eigen_greedy1/run_2,3685641,V-7Cr-17Ti,300,-28.90435898442583,0.006533443782699781,0.9934665562173003,2.0,46.3414278526215,8.6849530104459,1.6850135185646116,4.4308596610697615,5.859431595513652,0.6214726045985842,0.43011147016809714,-0.923959076645493
/Users/myless/Documents/prim_damage_analysis/data/analyzed_runs_output/V-7Cr-17Ti/3685641/analysis_production_eigen_greedy1/run_3,3685641,V-7Cr-17Ti,300,-22.874363053380623,0.006711011561832705,0.9932889884381674,2.0,22.5489395804284,6.41103988140527,1.4596731215613061,3.0256542814968537,9.110725121735952,0.3749306861359082,0.5312964872168553,-0.6873715026265029
/Users/myless/Documents/prim_damage_analysis/data/analyzed_runs_output/V-7Cr-17Ti/3685641/analysis_production_eigen_greedy1/run_4,3685641,V-7Cr-17Ti,300,-11.738603848192216,0.009936137023249733,0.9900638629767502,2.0,37.65470490618296,13.567515457778333,1.3538588924246702,4.703882770682147,4.3739389521993735,0.5938163322268855,-0.35353407274186044,0.8508378403984898
